filename, Bed-bug, Bee-bite, Beetle, Chigger-bites, Conenose Bite, Fire-Ant, Fleas, Gnat-bites, Horse-Fly, Lice, Midges, Mites, Mosquito, Scabies, Scorpion, Spider, Tick, Wasp, Yellow-Jacket, bedbug
Screen-Shot-2022-07-01-at-11-15-20-AM_png.rf.e5fb866832ceb156ea6e723f5145cf69.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
mite-9_jpg.rf.e74e25eb00f962473c213a0483cc7930.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2022-07-01-at-11-36-33-AM_png.rf.e79790d96642898b1bddde35e1b1ff20.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_3031_jpeg.rf.e7deaf3451a0d7c88e2be982d79266fb.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
IMG-3090_JPG.rf.e86772c6e366b3f1a62e5bbe899cb950.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
fire-ant-4_jpg.rf.e8b5ab3a5dcc1680ffbc233d3ba4313d.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
mite-3_jpg.rf.e91357abe77afb0c8fd2535d9dc94092.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
yellow-jacket-bug-bites26_jpg.rf.e945dccb84366261a3ccb886efc55c92.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
gnat-bites40_jpg.rf.ea4b62483fd6e2af070670312f471aa9.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
gnat-bites43_jpg.rf.eadc1da85f0c7c500936a37701e67d75.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2022-07-01-at-11-03-07-AM_png.rf.eae07d01d82c5d12a8bdc3b0095e9a4a.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
beetle-10_jpg.rf.ebf97041fbd44548d7b1fc4b6b60b06b.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--54-_png.rf.ec2524365f0446f21127bb24b72be307.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Screenshot--27-_png.rf.ed3d9fd75e5a17254f9f7b622b04f829.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
IMG-3120_JPG.rf.ed67bdba71a14bc43c258ca1b283a8e4.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
fire-ant-bite-1_jpg.rf.ed81e54b74422e91b47af12fa52a57b7.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--2-_png.rf.ee2ae86cbd894aaa83e81b701049d0fd.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_3039_jpeg.rf.ee88c4da8f585440669e4cb9b6498684.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Screenshot--38-_png.rf.eea7818b90e7160c09b403f03a6bdb87.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
gnat-bites16_jpg.rf.eed9b658778071331468a2ffefee95e9.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--28-_png.rf.eef04a77ca7fdb11cdec8984485d49b3.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
th--7-_jpeg.rf.ef95bf9181c0119d1e6c9b508894d048.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--22-_png.rf.efcb83658c8eb13b771c8ca8c9d7b0f2.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
mite-14_jpg.rf.f00425f6e409c9827ac3e48b087eb215.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
gnat-bites55_jpg.rf.f010b48aaee4040f2b96293d7f3ebbc2.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--22-_png.rf.f1ac659879c4e9349c4519bf782fcd77.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Screenshot--20-_png.rf.f2312e420528ef4faee36455031a1a87.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG-3119_JPG.rf.e646f6f27510fd217edb34f5560912ed.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--39-_png.rf.e95ae256473d6323a466c94f47dc7489.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
gnat-bites65_jpg.rf.f23ba7f8676f871abe9ead6885127250.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG-3080_jpg.rf.f2af505658884a1afbe91cd6d8ce51c9.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Screenshot--49-_png.rf.f28856eeb38eab1b61565cbbbbaa29b6.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Screenshot--29-_png.rf.e7abd93b85dc196ab5163facd0529407.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--26-_png.rf.f2e81bd43fb6ed6a12fd1d499e8961a7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--13-_png.rf.f37184baba3970dc83c33abfa984fb20.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
beetle-9_jpg.rf.f44084c71c76ba07adb17a91ab22c7cb.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--72-_png.rf.f50816bfa0c8dda1f3cd6f2dabaf0189.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--46-_png.rf.f64ff7b37b56ab7ced226a0202ccdded.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
mite-10_jpg.rf.f59e003744abd2ff547c8fd3ab5262c6.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--22-_png.rf.f77eea58f342630f48b0c053071b80f6.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2022-07-01-at-11-22-10-AM_png.rf.eec60300894db7cd36aa92b8ed7b3a12.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--28-_png.rf.f902a1b4322db8f3b95f6ffe13b4c26c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
beetle-5_jpg.rf.f93bdf43f00657fc5e7426cf336a0ed3.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--80-_png.rf.fa2a1cfc5b7d16ebbc9c0336600760c5.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--49-_png.rf.fb3200fce9244439c75d4aa9f0d75045.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
IMG-3084_JPG.rf.fa4f27e5377518ab07c0231def59d2d8.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--18-_png.rf.fbbbe59d8acba0432e4e4a7e05942e6b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
IMG-3115_JPG.rf.f22783aee221de32bc695f7d92063cb4.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG-3120_JPG.rf.fbddf3efc7ca65a0d95d4b3c792d9f04.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
beetle-3_jpg.rf.fcfb1d48933c8fc4a82b67b09a1e8fe7.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--21-_png.rf.fd0f852f51a687f69040fea9b33752f6.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--51-_png.rf.fce9b67c8044210facb54c39cb199bfd.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Screenshot--34-_png.rf.fd189432b65d55f085ce27bbaeda3885.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
IMG_3027--1-_jpeg.rf.fd1c76978ab3023019befc3ef81c732a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
IMG_3033_jpeg.rf.fe7a9201ad276f4c163e153dc4a5b6b3.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Screenshot--51-_png.rf.fec23445401b850db2b34b7543ec0920.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Screen-Shot-2022-07-01-at-11-22-10-AM_png.rf.fede61c949171dc15541d81b18acf777.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--6-_png.rf.fb82d3917360bd925d221c03f86c187a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--9-_png.rf.f561b56831d7841c45d07b263baf05d1.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG-3074_JPG.rf.f5508531affd31fdcf3b1cfe0a40e780.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Screenshot--44-_png.rf.f8e7c75a88dadd33715295139ef4cd4f.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Screenshot--25-_png.rf.f31e45ad63da9c84a09d6cf3262c034d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
mite-2_jpg.rf.f2c5be2997ae16a9030a970e7d168dc4.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
gnat-bites16_jpg.rf.fe7cf35fec7618e063fbdd6c9f78b051.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2022-07-01-at-11-24-11-AM_png.rf.f6b64519097fdb2f70a9b062577cec9c.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
512px-Bienenstich_25a_jpg.rf.00083be5985f585ae905166bcb9bad6b.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
gnat-bites23_jpg.rf.003127f2a2bf24a0831c818e20836679.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--15-_png.rf.004684ea858d82be8ca359801b52ebc5.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG-3111_JPG.rf.00c024a478481fabe4c050253a6e7c38.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
gnat-bites29_jpg.rf.015e5d581715892b97ecb47d9d8639c9.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--54-_png.rf.017762a9be28c1837f28aa76f7d1f4db.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Screen-Shot-2022-07-01-at-11-41-28-AM_png.rf.01a4e09c521ff8ef1c9284c93bfe5633.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--26-_png.rf.01a495f29a7837c84e0407387c6c2749.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--28-_png.rf.03a92f562eeb2fd1b7a656aa3709c7c8.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Bites-1_jpg.rf.062013cb03000e2737d3458ffb48931c.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1
Screenshot--71-_png.rf.06a29dd314ae8add85846b10fc385b49.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_3025_jpeg.rf.071fb18b466b72e68d71ad137119e1c1.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Screenshot--75-_png.rf.08666c8cf2b8d4a62361c0e7098a825a.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--84-_png.rf.089e3d47cda2c2844befa10301beabc0.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--24-_png.rf.08aa91c7127c852c23ee5ae5f4d98f8d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
IMG-3072_JPG.rf.090f9fdd4954fc8089620809676f4568.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
IMG-3082_JPG.rf.097ec883ddb015be8590834c46757983.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Screenshot--24-_png.rf.09caa1e9aa7ba89dce44e428cfe80eec.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
gnat-bites23_jpg.rf.09dceb956e288f15eeebc20b2e162345.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--57-_png.rf.09e477242ee4408bf5f92437b0471945.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
yellow-jacket-bug-bites42_jpg.rf.0a7583c214f5138ec2a8489eb91a8663.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Screenshot--72-_png.rf.0ac3c79659acc982f86615c6f2c60f9a.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--37-_png.rf.0b3871d76498ac80f5273cf306c388a0.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Screenshot--9-_png.rf.0b48301d9be803950240ba5f831d935e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG_3033_jpeg.rf.0b927f263d729b94669ab92d91abe385.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
mite-10_jpg.rf.0092bebf68783a2b0a195182feec9980.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
IMG-3093_JPG.rf.0dd031b1cdf5243128497c433f411747.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG-3121_JPG.rf.04f8b4f6e3bda8e9e290e41a264262f4.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
unnamed--1-_jpg.rf.0dd941d005ce65c1e2786589995d30ca.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
IMG-3119_JPG.rf.0ef105ecc09b67ee42f2a3ee31674789.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--75-_png.rf.073f734c8b8c2f60d74b980021d954fa.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG-3096_jpg.rf.0fbc1af06a46c1698116d02077d9acce.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
gnat-bites67_jpg.rf.02cfc693b59dbb7ee1a0b43aa746d063.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--15-_png.rf.0fd718e0dd304158e82f19867edeb367.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--39-_png.rf.10be5fb25182f51ea6e779cc03090e25.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
IMG-3093_JPG.rf.112b569cf009f91d97a822dd5a6aa138.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
gnat-bites75_jpg.rf.11a2113b2b329d5eb915304508ce97a5.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
mite-3_jpg.rf.11e14d92771865485fa1e3530ba43381.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--84-_png.rf.11e5aba750837a7edb1fc125f6dc24ec.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
fire-ant-3_jpg.rf.11e7e5c8270aa3e18d64f26d6ecaae3a.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2022-07-01-at-11-39-42-AM_png.rf.126e1197022a462734ecb5809a303d0a.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screenshot--36-_png.rf.12eb9cf120712a5898ec8d4a6da988e6.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG-3096_jpg.rf.1359d5f62413d0b420c3f6fa051a2cc1.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
gnat-bites43_jpg.rf.041b2e5b947c6d05b14b84933c6590cc.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
IMG-3116_JPG.rf.13d27169c3c220a3bf9c55001286f755.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
